id,pr,label,tier,evidence_level,defect_is_bundle_primary_claim,exact_test,anchor,bundle,bundle_verdict,test,fix,logs,sibling_fix_leaves_red,n_assigned_findings,merged_in_from,restored,withdrawn,duplicate_of
4-D54,4,"Feed item URL fallback uses entry.id (often not a URL), causing items to be silently skipped",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/jobs/scheduled/poll_feed.rb,4-B73,behavior_change_not_regression,analysis/verified_gold/4/B73-feed-item-url-fallback-uses-entryid-often-not-a-url-ca/defects/4-D54/test.diff,analysis/verified_gold/4/B73-feed-item-url-fallback-uses-entryid-often-not-a-url-ca/defects/4-D54/fix.patch,analysis/verified_gold/4/B73-feed-item-url-fallback-uses-entryid-often-not-a-url-ca/defects/4-D54/logs,,1,[],,,
4-D55,4,"Premature throttle key: the dedupe key is written BEFORE the retrieval succeeds, so a failed fetch suppresses its own retry for 60s",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",lib/topicretriever.rb:27,4-B21,,analysis/verified_gold/4/B21-throttle-key-is-acquired-before-successful-fetch-and-use/defects/4-D55/test.diff,analysis/verified_gold/4/B21-throttle-key-is-acquired-before-successful-fetch-and-use/defects/4-D55/fix.patch,analysis/verified_gold/4/B21-throttle-key-is-acquired-before-successful-fetch-and-use/defects/4-D55/logs,,20,[],recovered in the 2026-09-18 total-gold duplicate review: the earlier duplicate-folding kept only this bundle's extra label (4-D11's non-atomic facet) and dropped the bundle's own claim; 4-B21's own executed test demonstrates it,,
4-D56,4,Nil/blank `embed_by_username` raises NoMethodError on `downcase` during retrieval,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",lib/topicretriever.rb:49,4-B33,pending,analysis/verified_gold/4/B33-embed-topic-retrieval-can-crash-or-silently-no-op-when-e/defects/4-D56/test.diff,analysis/verified_gold/4/B33-embed-topic-retrieval-can-crash-or-silently-no-op-when-e/defects/4-D56/fix.patch,analysis/verified_gold/4/B33-embed-topic-retrieval-can-crash-or-silently-no-op-when-e/defects/4-D56/logs,,3,[],,,
4-D57,4,Case-sensitive hostname comparison in `invalid_host?` rejects valid embed hosts (mixed-case configured host),D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",lib/topicretriever.rb:15,4-B39,,analysis/verified_gold/4/B39-embeddable-host-validation-uses-strict-string-equality-r/defects/4-D57/test.diff,analysis/verified_gold/4/B39-embeddable-host-validation-uses-strict-string-equality-r/defects/4-D57/fix.patch,analysis/verified_gold/4/B39-embeddable-host-validation-uses-strict-string-equality-r/defects/4-D57/logs,,3,[],,,
4-D58,4,`import_remote` does not validate the URL scheme before `open(url)` (SSRF / pipe-to-shell),D-verified,own_executed,False,"yes - defect-specific test, orthogonality proven",app/models/topicembed.rb:48,4-B07,pending,analysis/verified_gold/4/B07-redirect-based-ssrf-only-initial-url-host-is-validated-w/defects/4-D58/test.diff,analysis/verified_gold/4/B07-redirect-based-ssrf-only-initial-url-host-is-validated-w/defects/4-D58/fix.patch,analysis/verified_gold/4/B07-redirect-based-ssrf-only-initial-url-host-is-validated-w/defects/4-D58/logs,True,13,[],,,
4-D60,4,Scheduled feed poll fetch has no timeout or error handling,D-verified,own_executed,False,"yes - defect-specific test, orthogonality proven",app/jobs/scheduled/pollfeed.rb:29,4-B03,pending,analysis/verified_gold/4/B03-unbounded-open-uri-fetch-in-topicembed-can-hang-jobs-or-/defects/4-D60/test.diff,analysis/verified_gold/4/B03-unbounded-open-uri-fetch-in-topicembed-can-hang-jobs-or-/defects/4-D60/fix.patch,analysis/verified_gold/4/B03-unbounded-open-uri-fetch-in-topicembed-can-hang-jobs-or-/defects/4-D60/logs,True,37,[],,,
4-D62,4,Historic create_top_topics migration carries destructive force: true,D-verified,own_executed,False,"yes - defect-specific test, orthogonality proven",db/migrate/20131223171005createtoptopics.rb:3,4-B04,pending,analysis/verified_gold/4/B04-destructive-force-true-in-createtable-migration-can-dr/defects/4-D62/test.diff,analysis/verified_gold/4/B04-destructive-force-true-in-createtable-migration-can-dr/defects/4-D62/fix.patch,analysis/verified_gold/4/B04-destructive-force-true-in-createtable-migration-can-dr/defects/4-D62/logs,,68,[],,,
8-D01,8,Updating a group without `visible` param unintentionally flips visibility to false,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/controllers/groupscontroller.rb:22,8-B00,confirmed_regression,analysis/verified_gold/8/B00-updating-a-group-without-visible-param-unintentionally-f/defects/8-D01/test.diff,analysis/verified_gold/8/B00-updating-a-group-without-visible-param-unintentionally-f/defects/8-D01/fix.patch,analysis/verified_gold/8/B00-updating-a-group-without-visible-param-unintentionally-f/defects/8-D01/logs,,151,['8-D02'],,,
8-D03,8,"Admin::GroupsController#add_members splits usernames without trimming, causing spaced names to be skipped while still returning success",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/controllers/admin/groupscontroller.rb:71,8-B03,behavior_change_not_regression,analysis/verified_gold/8/B03-admingroupscontrolleraddmembers-splits-usernames-witho/defects/8-D03/test.diff,analysis/verified_gold/8/B03-admingroupscontrolleraddmembers-splits-usernames-witho/defects/8-D03/fix.patch,analysis/verified_gold/8/B03-admingroupscontrolleraddmembers-splits-usernames-witho/defects/8-D03/logs,,51,[],,,
8-D04,8,Admin group creation drops submitted aliaslevel and saves default instead,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/controllers/admin/groupscontroller.rb:22,8-B04,behavior_change_not_regression,analysis/verified_gold/8/B04-admin-group-creation-drops-submitted-aliaslevel-and-save/defects/8-D04/test.diff,analysis/verified_gold/8/B04-admin-group-creation-drops-submitted-aliaslevel-and-save/defects/8-D04/fix.patch,analysis/verified_gold/8/B04-admin-group-creation-drops-submitted-aliaslevel-and-save/defects/8-D04/logs,,48,[],,,
8-D05,8,"Admin::GroupsController specs hardcode group id=1, implicitly depending on seeded automatic group",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",spec/controllers/admin/groupscontrollerspec.rb:94,8-B15,behavior_change_not_regression,analysis/verified_gold/8/B15-admingroupscontroller-specs-hardcode-group-id1-implici/defects/8-D05/test.diff,analysis/verified_gold/8/B15-admingroupscontroller-specs-hardcode-group-id1-implici/defects/8-D05/fix.patch,analysis/verified_gold/8/B15-admingroupscontroller-specs-hardcode-group-id1-implici/defects/8-D05/logs,,7,[],,,
8-D06,8,"Group name is stripped on create but not on update, allowing whitespace-padded names",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/controllers/admin/groups_controller.rb,8-B18,behavior_change_not_regression,analysis/verified_gold/8/B18-group-name-is-stripped-on-create-but-not-on-update-allow/defects/8-D06/test.diff,analysis/verified_gold/8/B18-group-name-is-stripped-on-create-but-not-on-update-allow/defects/8-D06/fix.patch,analysis/verified_gold/8/B18-group-name-is-stripped-on-create-but-not-on-update-allow/defects/8-D06/logs,,4,[],,,
8-D07,8,Admin Groups API contract broken: nested group[...] params no longer accepted without deprecation,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/controllers/admin/groupscontroller.rb:34,8-B05,pending,analysis/verified_gold/8/B05-patch-updates-unintentionally-hide-groups-when-visible-p/defects/8-D07/test.diff,analysis/verified_gold/8/B05-patch-updates-unintentionally-hide-groups-when-visible-p/defects/8-D07/fix.patch,analysis/verified_gold/8/B05-patch-updates-unintentionally-hide-groups-when-visible-p/defects/8-D07/logs,True,96,[],,,
